year,team_id,batting_players,batting_age,runs_per_game,g,pa,ab,r,h,d,t,hr,rbi,sb,cs,bb,so,ba,obp,slg,ops,ops_plus,tb,gdp,hbp,sh,sf,ibb,lob
2001,ATL,47,30.4,4.50,162,6152,5498,729,1432,263,24,174,696,85,46,493,1039,.260,.324,.412,.736,87,2265,132,45,64,52,51,1095
2001,BAL,46,30.0,4.24,162,6151,5472,687,1359,262,24,136,663,133,53,514,989,.248,.319,.380,.699,88,2077,121,77,38,49,26,1106
2001,BOS,48,30.0,4.80,161,6264,5605,772,1493,316,29,198,739,46,35,520,1131,.266,.334,.439,.773,101,2461,132,70,28,41,50,1161
2001,CHC,43,30.7,4.80,162,6219,5406,777,1409,268,32,194,748,67,36,577,1077,.261,.336,.430,.766,101,2323,132,66,117,53,72,1156
2001,CHW,42,28.4,4.93,162,6151,5464,798,1463,300,29,214,770,123,59,520,998,.268,.334,.451,.785,102,2463,128,52,63,51,31,1054
2001,CIN,50,28.0,4.54,162,6222,5583,735,1464,304,22,176,690,103,54,468,1172,.262,.324,.419,.744,87,2340,130,65,66,40,47,1115
2001,CLE,44,31.0,5.54,162,6357,5600,897,1559,294,37,212,868,79,41,577,1076,.278,.350,.458,.807,111,2563,126,69,49,62,32,1136
2001,COL,53,28.2,5.70,162,6394,5690,923,1663,324,61,213,874,132,54,511,1027,.292,.354,.483,.837,97,2748,116,61,81,50,50,1158
2001,DET,44,28.2,4.47,162,6145,5537,724,1439,291,60,139,691,133,61,466,972,.260,.320,.409,.730,97,2267,120,51,41,49,26,1093
2001,FLA,42,27.3,4.58,162,6184,5542,742,1461,325,30,166,713,89,40,470,1145,.264,.326,.423,.749,95,2344,118,67,60,45,43,1117
2001,HOU,45,30.3,5.23,162,6325,5528,847,1500,313,29,208,805,64,49,581,1119,.271,.347,.451,.798,100,2495,128,89,71,56,52,1151
2001,KCR,44,28.3,4.50,162,6176,5643,729,1503,277,37,152,691,100,42,406,898,.266,.318,.409,.727,86,2310,134,44,36,47,31,1086
2001,LAD,41,30.2,4.68,162,6169,5493,758,1399,264,27,206,714,89,42,519,1062,.255,.323,.425,.748,99,2335,115,56,57,44,45,1075
2001,MIL,46,29.4,4.57,162,6148,5488,740,1378,273,30,209,712,66,36,488,1399,.251,.319,.426,.745,93,2338,102,72,65,35,44,1067
2001,MIN,42,26.3,4.76,162,6185,5560,771,1514,328,38,164,717,146,67,495,1083,.272,.337,.433,.770,101,2410,124,64,25,38,42,1101
2001,MON,47,27.6,4.14,162,6026,5379,670,1361,320,28,131,622,101,51,478,1071,.253,.319,.396,.715,83,2130,151,60,64,45,59,1024
2001,NYM,44,30.4,3.96,162,6156,5459,642,1361,273,18,147,608,66,48,545,1062,.249,.323,.387,.710,87,2111,124,65,52,35,59,1181
2001,NYY,47,31.1,4.99,161,6233,5577,804,1488,289,20,203,774,161,53,519,1035,.267,.334,.435,.769,100,2426,119,64,30,43,38,1123
2001,OAK,42,27.4,5.46,162,6385,5573,884,1469,334,22,199,835,68,29,640,1021,.264,.345,.439,.784,107,2444,131,88,25,59,57,1171
2001,PHI,46,26.9,4.60,162,6219,5497,746,1431,295,29,164,708,153,47,551,1125,.260,.329,.414,.743,93,2276,104,43,67,61,52,1157
2001,PIT,49,27.7,4.06,162,6027,5398,657,1333,256,25,161,618,93,73,467,1106,.247,.313,.393,.706,79,2122,114,67,60,35,51,1058
2001,SDP,48,28.9,4.87,162,6278,5482,789,1379,273,26,161,753,129,44,678,1273,.252,.336,.399,.735,97,2187,121,41,29,48,37,1160
2001,SEA,35,31.3,5.72,162,6474,5680,927,1637,310,38,169,881,174,42,614,989,.288,.360,.445,.805,117,2530,112,62,48,70,54,1257
2001,SFG,41,31.4,4.93,162,6408,5612,799,1493,304,40,235,775,57,42,625,1090,.266,.342,.460,.802,112,2582,108,50,67,54,79,1242
2001,STL,40,28.8,5.02,162,6177,5450,814,1469,274,32,199,768,91,35,529,1089,.270,.339,.441,.780,100,2404,125,65,83,50,51,1095
2001,TBD,46,27.9,4.15,162,6104,5524,672,1426,311,21,121,645,115,52,456,1116,.258,.320,.388,.707,88,2142,130,54,45,25,24,1104
2001,TEX,51,29.8,5.49,162,6388,5685,890,1566,326,23,246,844,97,32,548,1093,.275,.344,.471,.815,109,2676,131,75,25,55,27,1161
2001,TOR,41,28.2,4.73,162,6284,5663,767,1489,287,36,195,728,156,55,470,1094,.263,.325,.430,.755,96,2433,111,74,34,43,47,1124
2002,ANA,40,28.5,5.25,162,6327,5678,851,1603,333,32,152,811,117,51,462,805,.282,.341,.433,.773,105,2456,105,74,49,64,42,1165
2002,ARI,42,31.7,5.06,162,6318,5508,819,1471,283,41,165,783,92,46,643,1016,.267,.346,.423,.769,93,2331,130,50,62,53,58,1211
2002,ATL,38,30.6,4.40,161,6224,5495,708,1428,280,25,164,669,76,39,558,1028,.260,.331,.409,.741,93,2250,147,54,67,49,68,1185
2002,BAL,46,29.2,4.12,162,6096,5491,667,1353,311,27,165,636,110,48,452,993,.246,.309,.403,.712,92,2213,128,64,40,49,25,1037
2002,BOS,39,29.9,5.30,162,6332,5640,859,1560,348,33,177,810,80,28,545,944,.277,.345,.444,.789,106,2505,139,72,22,53,39,1175
2002,CHC,44,30.1,4.36,162,6242,5496,706,1351,259,29,200,676,63,21,585,1269,.246,.321,.413,.734,94,2268,117,44,78,39,52,1173
2002,CHW,35,28.7,5.28,162,6208,5502,856,1475,289,29,217,819,75,31,555,952,.268,.338,.449,.787,107,2473,111,49,48,53,17,1085
2002,CIN,43,27.8,4.38,162,6254,5470,709,1386,297,21,169,678,116,52,583,1188,.253,.330,.408,.738,91,2232,119,66,95,40,66,1169
2002,CLE,59,30.2,4.56,162,6099,5423,739,1349,255,26,192,706,52,37,542,1000,.249,.321,.412,.733,96,2232,149,56,39,39,35,1066
2002,COL,43,28.6,4.80,162,6165,5512,778,1508,283,41,152,726,103,53,497,1043,.274,.337,.423,.760,88,2329,133,56,49,50,40,1094
2002,DET,57,28.1,3.57,161,5920,5406,575,1340,265,37,124,546,65,44,363,1035,.248,.300,.379,.679,86,2051,125,64,30,57,22,1029
2002,FLA,41,28.4,4.31,162,6263,5496,699,1433,280,32,146,653,177,73,595,1130,.261,.337,.403,.740,97,2215,129,61,59,49,69,1190
2002,HOU,41,30.1,4.62,162,6252,5503,749,1441,291,32,167,719,71,27,589,1120,.262,.338,.417,.755,93,2297,144,59,64,37,57,1177
2002,KCR,52,29.2,4.55,162,6206,5535,737,1415,285,42,140,695,140,65,524,921,.256,.323,.398,.721,84,2204,106,52,44,51,27,1092
2002,LAD,41,30.0,4.40,162,6146,5554,713,1464,286,29,155,693,96,37,428,940,.264,.320,.409,.729,98,2273,140,53,67,44,50,1087
2002,MIL,49,29.9,3.87,162,6083,5415,627,1369,269,29,139,597,94,50,500,1125,.253,.320,.390,.711,88,2113,144,55,79,34,37,1086
2002,MIN,42,26.8,4.77,161,6196,5582,768,1518,348,36,167,731,79,62,472,1089,.272,.332,.437,.769,103,2439,121,56,34,52,30,1124
2002,MON,43,28.2,4.54,162,6250,5479,735,1432,300,36,162,695,118,64,575,1104,.261,.334,.418,.752,95,2290,123,46,108,42,85,1158
2002,NYM,48,30.6,4.29,161,6150,5496,690,1409,238,22,160,650,87,42,486,1044,.256,.322,.395,.717,91,2171,142,63,75,30,46,1111
2002,NYY,38,30.0,5.57,161,6377,5601,897,1540,314,12,223,857,100,38,640,1171,.275,.354,.455,.809,114,2547,150,72,23,41,48,1191
2002,OAK,41,28.6,4.94,162,6291,5558,800,1450,279,28,205,772,46,20,609,1008,.261,.339,.432,.771,106,2400,128,68,20,36,37,1197
2002,PHI,39,27.5,4.41,161,6323,5523,710,1428,325,41,165,676,104,43,640,1095,.259,.339,.422,.761,105,2330,129,53,67,39,70,1260
2002,PIT,38,27.9,3.98,161,6049,5330,641,1300,263,20,142,610,86,49,537,1109,.244,.319,.381,.700,82,2029,97,73,68,41,44,1149
2002,SDP,59,29.1,4.09,162,6178,5515,662,1393,243,29,136,627,71,44,547,1062,.253,.321,.381,.702,93,2102,132,30,45,41,42,1158
2002,SEA,40,31.2,5.02,162,6362,5569,814,1531,285,31,152,771,137,58,629,1003,.275,.350,.419,.769,107,2334,123,51,41,72,62,1239
2002,SFG,38,32.0,4.83,162,6298,5497,783,1465,300,35,198,751,74,21,616,961,.267,.344,.442,.786,110,2429,136,65,68,52,103,1241
2002,STL,44,29.0,4.86,162,6246,5505,787,1475,285,26,175,758,86,42,542,927,.268,.338,.425,.763,102,2337,123,67,83,49,77,1160
2002,TBD,43,27.0,4.18,161,6198,5604,673,1418,297,35,133,640,102,45,456,1115,.253,.314,.390,.704,89,2184,116,58,44,36,29,1132
2002,TEX,51,29.0,5.20,162,6332,5618,843,1510,304,27,230,806,62,34,554,1055,.269,.338,.455,.794,104,2558,129,62,48,50,45,1155
2002,TOR,45,27.2,5.02,162,6230,5581,813,1457,305,38,187,771,71,18,522,1142,.261,.327,.430,.757,96,2399,130,53,17,57,30,1104
2003,ANA,43,29.1,4.54,162,6119,5487,736,1473,276,33,150,687,129,61,476,838,.268,.330,.413,.743,97,2265,125,56,50,50,42,1086
2003,ARI,43,30.5,4.43,162,6261,5570,717,1467,303,47,152,696,76,38,531,1006,.263,.330,.417,.746,87,2320,126,45,63,52,63,1185
2003,ATL,34,30.3,5.60,162,6378,5670,907,1608,321,31,235,872,68,22,545,933,.284,.349,.475,.824,112,2696,124,49,65,49,46,1170
2003,BAL,42,29.3,4.56,163,6241,5665,743,1516,277,24,152,695,89,36,431,902,.268,.323,.405,.729,92,2297,123,54,51,40,32,1121
2003,BOS,47,29.8,5.93,162,6530,5769,961,1667,371,40,238,932,88,35,620,943,.289,.360,.491,.851,118,2832,126,53,24,64,61,1224
2003,CHC,42,31.3,4.47,162,6187,5519,724,1431,302,24,172,691,73,31,492,1158,.259,.323,.416,.739,91,2297,135,50,80,46,40,1114
2003,CHW,40,29.3,4.88,162,6148,5487,791,1445,303,19,220,766,77,29,519,916,.263,.331,.446,.777,102,2446,132,58,43,41,27,1074
2003,CIN,57,27.3,4.28,162,6211,5509,694,1349,239,21,182,669,80,34,524,1326,.245,.318,.395,.713,89,2176,102,79,66,32,34,1134
2003,CLE,54,27.0,4.31,162,6188,5572,699,1413,296,26,158,660,86,61,466,1062,.254,.316,.401,.717,92,2235,128,62,46,41,25,1068
2003,COL,50,29.4,5.27,162,6283,5518,853,1472,330,31,198,814,63,37,619,1134,.267,.344,.445,.790,93,2458,140,52,55,38,46,1156
2003,DET,43,27.3,3.65,162,6071,5466,591,1312,201,39,153,553,98,63,443,1099,.240,.300,.375,.675,83,2050,114,47,65,49,24,1047
2003,FLA,40,27.7,4.64,162,6186,5490,751,1459,292,44,157,709,150,74,515,978,.266,.333,.421,.754,97,2310,114,57,82,41,44,1114
2003,HOU,44,31.1,4.97,162,6320,5583,805,1466,308,30,191,763,66,30,557,1021,.263,.336,.431,.767,96,2407,125,81,61,38,44,1185
2003,KCR,53,29.2,5.16,162,6239,5568,836,1526,288,39,162,781,120,42,476,926,.274,.336,.427,.763,95,2378,128,75,63,57,32,1096
2003,LAD,44,29.9,3.54,162,6036,5458,574,1328,260,25,124,544,80,36,407,985,.243,.303,.368,.671,79,2010,121,72,71,28,43,1108
2003,MIL,42,29.7,4.41,162,6270,5548,714,1423,266,24,196,685,99,39,547,1221,.256,.329,.419,.748,96,2325,158,71,62,40,41,1155
2003,MIN,42,27.3,4.94,162,6324,5655,801,1567,318,45,155,755,94,44,512,1027,.277,.341,.431,.772,102,2440,139,63,42,52,36,1166
2003,MON,43,27.7,4.39,162,6116,5437,711,1404,294,25,144,682,100,39,522,990,.258,.326,.401,.727,85,2180,143,45,72,40,58,1102
2003,NYM,50,29.3,3.99,161,6007,5341,642,1317,262,24,124,607,70,31,489,1035,.247,.314,.374,.688,81,1999,136,54,78,45,42,1086
2003,NYY,49,30.5,5.38,163,6431,5605,877,1518,304,14,230,845,98,33,684,1042,.271,.356,.453,.810,114,2540,154,81,25,35,54,1239
2003,OAK,41,28.3,4.74,162,6189,5497,768,1398,317,24,176,742,48,14,556,898,.254,.327,.417,.743,96,2291,118,59,22,53,52,1130
2003,PHI,38,28.3,4.88,162,6333,5543,791,1448,325,27,166,757,72,29,651,1155,.261,.343,.419,.762,104,2325,120,55,46,38,56,1220
2003,PIT,46,29.7,4.65,162,6315,5581,753,1492,275,45,163,711,86,37,529,1049,.267,.338,.420,.758,95,2346,112,87,79,38,42,1214
2003,SDP,51,28.5,4.19,162,6246,5531,678,1442,257,32,128,641,76,39,565,1073,.261,.333,.388,.721,95,2147,142,57,50,42,34,1219
2003,SEA,37,31.8,4.91,162,6281,5561,795,1509,290,33,139,759,108,37,586,989,.271,.344,.410,.754,103,2282,130,53,35,46,34,1202
2003,SFG,46,32.1,4.69,161,6204,5456,755,1440,281,29,180,713,53,37,593,980,.264,.338,.425,.763,99,2319,130,40,76,39,79,1188
2003,STL,42,29.9,5.41,162,6466,5672,876,1580,342,32,196,827,82,32,580,952,.279,.350,.454,.804,111,2574,136,73,87,54,68,1217
2003,TBD,51,26.3,4.41,162,6212,5654,715,1501,298,38,137,678,142,42,420,1030,.265,.320,.404,.724,94,2286,108,56,32,50,46,1129
2003,TEX,52,28.4,5.10,162,6293,5664,826,1506,274,36,239,799,65,25,488,1052,.266,.330,.454,.784,96,2569,115,75,24,42,31,1141
2003,TOR,40,28.4,5.52,162,6364,5661,894,1580,357,33,190,853,37,25,546,1081,.279,.349,.455,.803,107,2573,146,90,11,56,40,1175
2004,ANA,38,28.9,5.16,162,6296,5675,836,1603,272,37,162,783,143,46,450,942,.282,.341,.429,.770,102,2435,123,73,56,41,43,1133
2004,ARI,52,28.8,3.80,162,6114,5544,615,1401,295,38,135,582,53,32,441,1022,.253,.310,.393,.703,77,2177,137,35,56,37,38,1108
2004,ATL,39,28.9,4.96,162,6339,5570,803,1503,304,37,178,767,86,32,587,1158,.270,.343,.434,.777,99,2415,123,59,75,48,51,1230
2004,BAL,47,30.3,5.20,162,6431,5736,842,1614,319,18,169,803,101,41,528,949,.281,.345,.432,.776,103,2476,126,57,46,62,34,1216
2004,BOS,50,30.6,5.86,162,6515,5720,949,1613,373,25,222,912,68,30,659,1189,.282,.360,.472,.832,110,2702,123,69,12,55,39,1257
2004,CHC,43,30.1,4.87,162,6281,5628,789,1508,308,29,235,755,66,28,489,1080,.268,.328,.458,.786,99,2579,120,38,78,48,46,1121
2004,CHW,42,28.6,5.34,162,6197,5534,865,1481,284,19,242,823,78,51,499,1030,.268,.333,.457,.790,102,2529,119,63,58,42,25,1031
2004,CIN,44,28.4,4.63,162,6278,5518,750,1380,287,28,194,713,77,25,599,1335,.250,.331,.418,.749,95,2305,125,81,55,25,38,1176
2004,CLE,52,28.6,5.30,162,6452,5676,858,1565,345,29,184,820,94,55,606,1009,.276,.351,.444,.795,111,2520,143,78,47,42,41,1197
2004,COL,47,30.3,5.14,162,6333,5577,833,1531,331,34,202,795,44,33,568,1181,.275,.345,.455,.800,95,2536,132,54,97,37,51,1167
2004,DET,39,28.2,5.10,162,6285,5623,827,1531,284,54,201,800,86,50,518,1144,.272,.337,.449,.786,108,2526,110,50,50,43,32,1116
2004,FLA,45,28.9,4.43,162,6160,5486,718,1447,275,32,148,677,96,43,499,968,.264,.329,.406,.736,94,2230,142,58,77,40,37,1127
2004,HOU,42,31.8,4.96,162,6269,5468,803,1458,294,36,187,756,89,30,590,999,.267,.342,.436,.778,99,2385,128,61,98,52,54,1175
2004,KCR,58,28.9,4.44,162,6153,5538,720,1432,261,29,150,675,67,48,461,1057,.259,.322,.397,.720,86,2201,130,76,40,38,28,1099
2004,LAD,43,28.9,4.70,162,6244,5542,761,1450,226,30,203,731,102,41,536,1092,.262,.332,.423,.755,98,2345,121,62,69,35,45,1152
2004,MIL,41,28.5,3.94,161,6195,5483,634,1358,295,32,135,601,138,40,540,1312,.248,.321,.387,.708,83,2122,120,68,56,40,49,1199
2004,MIN,42,27.8,4.81,162,6286,5623,780,1494,310,24,191,735,116,46,513,982,.266,.332,.431,.763,96,2425,130,64,46,40,42,1110
2004,MON,46,27.5,3.92,162,6138,5474,635,1361,276,27,151,605,109,38,496,925,.249,.313,.392,.705,79,2144,115,35,100,33,51,1123
2004,NYM,52,29.8,4.22,162,6209,5532,684,1376,289,20,185,658,107,23,512,1159,.249,.317,.409,.726,88,2260,129,61,69,34,54,1142
2004,NYY,43,32.3,5.54,162,6364,5527,897,1483,281,20,242,863,84,33,670,982,.268,.353,.458,.811,111,2530,157,80,37,50,40,1190
2004,OAK,36,29.6,4.90,162,6459,5728,793,1545,336,15,189,752,47,22,608,1061,.270,.343,.433,.776,102,2478,142,55,25,43,40,1274
2004,PHI,39,29.3,5.19,162,6456,5643,840,1505,303,23,215,802,100,27,645,1133,.267,.345,.443,.788,98,2499,123,58,64,46,60,1236
2004,PIT,43,27.2,4.22,161,6115,5483,680,1428,267,39,142,648,63,40,415,1066,.260,.321,.401,.722,87,2199,117,95,79,42,33,1123
2004,SDP,47,29.5,4.74,162,6313,5573,768,1521,304,32,139,722,52,25,566,910,.273,.342,.414,.756,104,2306,128,56,52,66,45,1235
2004,SEA,48,31.5,4.31,162,6362,5722,698,1544,276,20,136,658,110,42,492,1058,.270,.331,.396,.727,91,2268,131,54,46,48,49,1241
2004,SFG,43,31.5,5.25,162,6466,5546,850,1500,314,33,183,805,43,23,705,874,.270,.357,.438,.795,104,2429,142,72,92,51,153,1289
2004,STL,37,30.6,5.28,162,6297,5555,855,1544,319,24,214,817,111,47,548,1085,.278,.344,.460,.804,107,2553,121,51,73,70,64,1156
2004,TBD,48,28.1,4.43,161,6098,5483,714,1416,278,46,145,685,132,42,469,944,.258,.320,.405,.725,91,2221,97,55,35,56,33,1096
2004,TEX,52,27.9,5.31,162,6256,5615,860,1492,323,34,227,825,69,36,500,1099,.266,.329,.457,.786,96,2564,91,61,23,57,41,1098
2004,TOR,47,28.0,4.47,161,6178,5531,719,1438,290,34,145,680,58,31,513,1083,.260,.328,.403,.732,87,2231,139,71,20,42,25,1164
2005,ARI,43,30.3,4.30,162,6327,5550,696,1419,291,27,191,670,67,26,606,1094,.256,.332,.421,.754,94,2337,132,55,71,45,51,1247
2005,ATL,45,28.1,4.75,162,6186,5486,769,1453,308,37,184,733,92,32,534,1084,.265,.333,.435,.768,99,2387,146,45,75,46,56,1114
2005,BAL,46,31.3,4.50,162,6134,5551,729,1492,296,27,189,700,83,37,447,902,.269,.327,.434,.761,102,2409,145,54,40,42,31,1103
2005,BOS,52,31.5,5.62,162,6403,5626,910,1579,339,21,199,863,45,12,653,1044,.281,.357,.454,.811,111,2557,135,47,14,63,34,1249
2005,CHC,46,29.7,4.34,162,6161,5584,703,1506,323,23,194,674,65,39,419,920,.270,.324,.440,.764,95,2457,131,50,69,37,49,1133
2005,CHW,38,29.3,4.57,162,6146,5529,741,1450,253,23,200,713,137,67,435,1002,.262,.322,.425,.747,95,2349,122,79,53,49,27,1032
2005,CIN,46,28.6,5.03,163,6321,5565,820,1453,335,15,222,784,72,23,611,1303,.261,.339,.446,.785,104,2484,116,62,43,39,42,1176
2005,CLE,38,27.7,4.88,162,6255,5609,790,1522,337,30,207,760,62,36,503,1093,.271,.334,.453,.787,111,2540,128,54,39,50,33,1148
2005,COL,54,27.2,4.57,162,6238,5542,740,1477,280,34,150,704,65,32,509,1103,.267,.333,.411,.744,85,2275,125,64,88,34,36,1197
2005,DET,45,28.5,4.46,162,6136,5602,723,1521,283,45,168,678,66,28,384,1038,.272,.321,.428,.750,100,2398,137,53,44,52,24,1077
2005,FLA,47,29.7,4.43,162,6214,5502,717,1499,306,32,128,678,96,38,512,918,.272,.339,.409,.748,101,2253,144,67,82,50,61,1181
2005,HOU,36,30.2,4.25,163,6139,5462,693,1400,281,32,161,654,115,44,481,1037,.256,.322,.408,.730,90,2228,116,72,82,42,43,1136
2005,KCR,46,27.8,4.33,162,6086,5503,701,1445,289,34,126,653,53,33,424,1008,.263,.320,.396,.716,91,2180,139,63,46,50,23,1062
2005,LAA,40,29.7,4.70,162,6186,5624,761,1520,278,30,147,726,161,57,447,848,.270,.325,.409,.734,96,2299,125,29,43,39,51,1086
2005,LAD,44,28.6,4.23,162,6134,5433,685,1374,284,21,149,653,58,35,541,1094,.253,.326,.395,.721,90,2147,139,67,57,33,30,1135
2005,MIL,39,28.4,4.48,162,6156,5448,726,1413,327,19,175,689,79,34,531,1162,.259,.331,.423,.754,97,2303,137,73,66,38,55,1120
2005,MIN,37,27.6,4.25,162,6192,5564,688,1441,269,32,134,644,102,44,485,978,.259,.323,.391,.714,88,2176,155,59,42,42,49,1109
2005,NYM,42,28.8,4.46,162,6146,5505,722,1421,279,32,175,683,153,40,486,1075,.258,.322,.416,.738,95,2289,103,48,69,38,49,1122
2005,NYY,51,32.4,5.47,162,6406,5624,886,1552,259,16,229,847,84,27,637,989,.276,.355,.450,.805,115,2530,125,73,28,43,41,1264
2005,OAK,41,28.6,4.77,162,6275,5627,772,1476,310,20,155,739,31,22,537,819,.262,.330,.407,.737,96,2291,148,52,19,40,22,1170
2005,PHI,40,30.0,4.98,162,6345,5542,807,1494,282,35,167,760,116,27,639,1083,.270,.348,.423,.772,98,2347,107,56,62,46,76,1251
2005,PIT,44,27.4,4.20,162,6221,5573,680,1445,292,38,139,656,73,30,471,1092,.259,.322,.400,.723,89,2230,130,72,56,49,38,1193
2005,SDP,46,31.0,4.22,162,6271,5502,684,1416,269,39,130,655,99,44,600,977,.257,.333,.391,.724,97,2153,122,49,72,48,41,1220
2005,SEA,48,28.9,4.31,162,6095,5507,699,1408,289,34,130,657,102,47,466,986,.256,.317,.391,.709,92,2155,115,48,37,37,50,1076
2005,SFG,50,32.2,4.01,162,6077,5462,649,1427,299,26,128,617,71,35,431,901,.261,.319,.396,.714,86,2162,147,49,91,44,26,1093
2005,STL,40,30.8,4.97,162,6246,5538,805,1494,287,26,170,757,83,36,534,947,.270,.339,.423,.762,98,2343,127,62,77,35,60,1152
2005,TBD,43,27.5,4.63,162,6120,5552,750,1519,289,40,157,717,151,49,412,990,.274,.329,.425,.754,101,2359,133,69,34,51,25,1065
2005,TEX,50,28.1,5.34,162,6301,5716,865,1528,311,29,260,834,67,15,495,1112,.267,.329,.468,.798,105,2677,123,48,9,32,20,1104
2005,TOR,37,28.0,4.78,162,6233,5581,775,1480,307,39,136,735,72,35,486,955,.265,.331,.407,.738,94,2273,126,89,21,56,18,1118
2005,WSN,55,29.3,3.94,162,6142,5426,639,1367,311,32,117,615,45,45,491,1090,.252,.322,.386,.708,89,2093,130,89,91,45,55,1137
2006,ARI,45,29.6,4.77,162,6330,5645,773,1506,331,38,160,743,76,30,504,965,.267,.331,.424,.755,89,2393,136,67,61,53,47,1166
2006,ATL,45,27.4,5.24,162,6284,5583,849,1510,312,26,222,818,52,35,526,1169,.270,.337,.455,.791,101,2540,131,52,78,44,48,1105
2006,BAL,46,30.3,4.74,162,6240,5610,768,1556,288,20,164,727,121,32,474,878,.277,.339,.424,.763,97,2376,145,73,40,41,35,1177
2006,BOS,53,30.5,5.06,162,6435,5619,820,1510,327,16,192,777,51,23,672,1056,.269,.351,.435,.786,98,2445,136,66,22,56,56,1301
2006,CHC,46,28.6,4.42,162,6147,5587,716,1496,271,46,166,677,121,49,395,928,.268,.319,.422,.741,86,2357,135,43,84,37,24,1082
2006,CHW,37,29.5,5.36,162,6318,5657,868,1586,291,20,236,839,93,48,502,1056,.280,.342,.464,.806,103,2625,118,58,44,57,33,1125
2006,CIN,54,29.6,4.62,162,6296,5515,749,1419,291,12,217,718,124,33,614,1192,.257,.336,.432,.768,93,2385,122,59,66,38,52,1196
2006,CLE,45,27.8,5.37,162,6303,5619,870,1576,351,27,196,839,55,23,556,1204,.280,.349,.457,.806,108,2569,127,54,30,43,42,1162
2006,COL,50,27.9,5.02,162,6348,5562,813,1504,325,54,157,761,85,50,561,1108,.270,.341,.433,.774,90,2408,119,60,119,45,64,1174
2006,DET,40,29.3,5.07,162,6198,5642,822,1548,294,40,203,785,60,40,430,1133,.274,.329,.449,.777,99,2531,120,45,45,36,27,1068
2006,FLA,40,25.6,4.68,162,6191,5502,758,1454,309,42,182,713,110,58,497,1249,.264,.331,.435,.766,99,2393,109,74,76,42,55,1126
2006,HOU,39,30.5,4.54,162,6326,5521,735,1407,275,27,174,708,79,36,585,1076,.255,.332,.409,.741,89,2258,122,73,100,46,54,1191
2006,KCR,55,29.5,4.67,162,6229,5589,757,1515,335,37,124,718,65,34,474,1040,.271,.332,.411,.743,91,2296,130,64,52,48,32,1144
2006,LAA,40,28.8,4.73,162,6221,5609,766,1539,309,29,159,737,148,57,486,914,.274,.334,.425,.759,95,2383,126,42,31,53,49,1121
2006,LAD,50,29.8,5.06,162,6394,5628,820,1552,307,58,153,787,128,49,601,959,.276,.348,.432,.781,99,2434,140,51,66,48,61,1223
2006,MIL,49,28.8,4.51,162,6130,5433,730,1400,301,20,180,695,71,37,502,1233,.258,.327,.420,.747,89,2281,133,82,58,53,48,1108
2006,MIN,39,28.3,4.94,162,6228,5602,801,1608,275,34,143,754,101,42,490,872,.287,.347,.425,.771,101,2380,163,50,31,55,46,1143
2006,NYM,49,30.1,5.15,162,6291,5558,834,1469,323,41,200,800,146,35,547,1071,.264,.334,.445,.780,100,2474,114,62,77,47,63,1115
2006,NYY,49,30.9,5.74,162,6455,5651,930,1608,327,21,210,902,139,35,649,1053,.285,.363,.461,.824,111,2607,139,72,34,49,43,1253
2006,OAK,41,29.5,4.76,162,6281,5500,771,1429,266,22,175,735,61,20,650,976,.260,.340,.412,.752,97,2264,170,50,25,56,28,1187
2006,PHI,45,29.3,5.34,162,6509,5687,865,1518,294,41,216,823,92,25,626,1203,.267,.347,.447,.794,98,2542,115,95,57,44,67,1275
2006,PIT,42,27.8,4.27,162,6218,5558,691,1462,286,17,141,656,68,23,459,1200,.263,.327,.397,.723,86,2205,153,89,62,49,49,1175
2006,SDP,46,30.7,4.51,162,6287,5576,731,1465,298,38,161,698,123,31,564,1104,.263,.332,.416,.749,99,2322,127,40,59,47,37,1188
2006,SEA,49,28.6,4.67,162,6213,5670,756,1540,266,42,172,703,106,37,404,974,.272,.325,.424,.749,95,2406,117,63,38,38,49,1110
2006,SFG,44,33.5,4.63,161,6136,5472,746,1418,297,52,163,711,58,25,494,891,.259,.324,.422,.746,90,2308,136,53,80,37,76,1092
2006,STL,41,29.6,4.85,161,6225,5522,781,1484,292,27,184,745,59,32,531,922,.269,.337,.431,.769,97,2382,129,61,71,40,70,1158
2006,TBD,49,27.3,4.25,162,6041,5474,689,1395,267,33,190,650,134,52,441,1106,.255,.314,.420,.733,89,2298,101,47,35,43,23,1038
2006,TEX,51,28.4,5.15,162,6273,5659,835,1571,357,23,183,799,53,24,505,1061,.278,.338,.446,.784,101,2523,148,40,18,50,35,1139
2006,TOR,42,28.6,4.99,162,6241,5596,809,1591,348,27,199,778,65,33,514,906,.284,.348,.463,.811,108,2590,166,63,16,52,31,1162
2006,WSN,57,28.5,4.60,162,6283,5495,746,1437,322,22,164,695,123,62,594,1156,.262,.338,.418,.756,98,2295,118,69,76,49,66,1194
2007,ARI,47,26.6,4.40,162,6101,5398,712,1350,286,40,171,687,109,24,532,1111,.250,.321,.413,.734,83,2229,121,57,55,58,38,1090
2007,ATL,50,27.6,5.00,162,6374,5689,810,1562,328,27,176,781,64,30,534,1149,.275,.339,.435,.774,101,2472,137,49,55,47,43,1205
2007,BAL,49,30.4,4.67,162,6264,5631,756,1529,306,30,142,718,144,42,500,939,.272,.333,.412,.746,95,2321,139,47,38,47,31,1152
